timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619916266173,492,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,6,6,http://localhost:8080/?token=465865941&user=1964515552&conf=1,492,0,0
1619916266259,485,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,7,7,http://localhost:8080/?token=465865941&user=1964515552&conf=1,485,0,0
1619916266350,476,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,8,8,http://localhost:8080/?token=465865941&user=1964515552&conf=1,476,0,0
1619916266441,483,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,9,9,http://localhost:8080/?token=465865941&user=1964515552&conf=1,483,0,0
1619916266532,493,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,10,10,http://localhost:8080/?token=465865941&user=1964515552&conf=1,493,0,0
1619916266623,487,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,487,0,0
1619916266718,498,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,498,0,1
1619916266810,488,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,488,0,0
1619916266896,482,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,482,0,0
1619916266986,447,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,447,0,0
1619916266987,491,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,491,0,0
1619916267078,484,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,484,0,0
1619916267214,449,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,448,0,0
1619916267440,460,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,460,0,0
1619916267668,453,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,453,0,0
1619916267896,456,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,456,0,0
1619916268123,451,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,451,0,0
1619916268217,459,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,459,0,0
1619916268309,456,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,456,0,0
1619916268395,452,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,452,0,0
1619916268486,462,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,462,0,0
1619916268487,465,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,465,0,0
1619916268578,462,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,462,0,0
1619916268714,458,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,458,0,0
1619916268940,456,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,456,0,0
1619916269168,463,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,463,0,0
1619916269396,467,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,467,0,0
1619916269623,460,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,460,0,0
1619916269718,474,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,474,0,0
1619916269809,476,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,476,0,0
1619916269895,463,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,463,0,0
1619916269986,463,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,463,0,0
1619916269987,469,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,469,0,0
1619916270078,478,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,478,0,0
1619916270214,465,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,465,0,0
1619916270440,475,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,475,0,0
1619916270667,472,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,472,0,0
1619916270896,467,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,467,0,0
