timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619916898263,503,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,6,6,http://localhost:8080/?token=465865941&user=1964515552&conf=1,503,0,18
1619916898348,472,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,7,7,http://localhost:8080/?token=465865941&user=1964515552&conf=1,472,0,0
1619916898440,486,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,8,8,http://localhost:8080/?token=465865941&user=1964515552&conf=1,486,0,0
1619916898530,486,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,9,9,http://localhost:8080/?token=465865941&user=1964515552&conf=1,486,0,0
1619916898621,521,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,10,10,http://localhost:8080/?token=465865941&user=1964515552&conf=1,521,0,0
1619916898712,472,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,472,0,0
1619916898803,503,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,503,0,0
1619916898894,492,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,492,0,0
1619916898985,481,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,481,0,0
1619916899075,545,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,545,0,0
1619916899171,476,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,476,0,0
1619916899893,447,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,447,0,0
1619916900257,451,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,451,0,0
1619916900621,459,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,459,0,0
1619916900984,447,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,447,0,0
1619916901349,457,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,457,0,0
1619916901713,459,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,459,0,0
1619916901804,459,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,459,0,0
1619916901895,458,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,458,0,0
1619916901987,450,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,450,0,0
1619916902076,459,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,459,0,0
1619916902172,456,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,456,0,0
1619916902894,456,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,456,0,0
1619916903258,463,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,463,0,0
1619916903622,459,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,459,0,0
1619916903985,460,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,460,0,0
1619916904349,461,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,461,0,0
1619916904713,466,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,466,0,0
1619916904804,463,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,463,0,0
1619916904895,472,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,472,0,0
1619916904986,461,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,461,0,0
1619916905076,471,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,471,0,0
1619916905172,470,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,470,0,0
1619916905894,485,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,485,0,0
1619916906258,532,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,532,0,0
1619916906622,475,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,475,0,0
1619916906985,520,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,520,0,0
1619916907349,475,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,475,0,0
1619916907713,481,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,481,0,0
1619916907804,473,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,473,0,0
1619916907896,477,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,477,0,0
1619916907986,481,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,481,0,0
1619916908076,489,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,489,0,0
1619916908172,480,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,480,0,0
1619916908894,557,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,557,0,0
1619916909258,500,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,500,0,0
1619916909622,546,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,546,0,0
1619916909986,464,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,464,0,0
1619916910350,469,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,158,11,11,http://localhost:8080/?token=465865941&user=1964515552&conf=1,469,0,0
